payment_id,student_id,subject_id,date_id,currency,amount_original,exchange_rate,amount_converted_pkr,payment_method_id,invoice_sent
12033,442,35,1180,KWD,428.4,3.37,1443.71,7,False
12034,146,55,1385,AED,388.8,4.19,1629.07,3,True
12035,353,9,1322,AED,257.84,4.58,1180.91,7,True
12036,456,18,1553,SAR,491.44,3.26,1602.09,2,True
12037,243,44,1447,AED,469.58,3.34,1568.4,2,True
12038,241,21,1072,AED,473.99,4.81,2279.89,3,True
12039,337,56,1254,OMR,352.32,4.51,1588.96,4,True
12040,43,48,1699,AED,310.36,3.56,1104.88,7,True
12041,95,1,1289,SAR,391.14,3.61,1412.02,5,True
12042,226,27,1499,AED,396.89,4.7,1865.38,7,False
12043,6,45,1607,AED,478.21,3.53,1688.08,5,False
12044,214,63,1587,OMR,371.45,3.43,1274.07,8,True
12045,206,58,1001,SAR,463.63,4.8,2225.42,1,False
12046,67,40,1382,KWD,294.64,3.75,1104.9,8,True
12047,396,63,1689,OMR,212.75,4.87,1036.09,1,False
12048,100,38,1111,AED,330.91,4.91,1624.77,1,False
12049,12,29,1203,USD,259.97,5.36,1393.44,2,False
12050,237,40,1025,OMR,433.41,4.41,1911.34,8,True
12051,322,19,1107,OMR,441.43,4.62,2039.41,1,True
12052,258,56,1676,SAR,434.91,3.78,1643.96,7,True
12053,399,44,1566,KWD,338.85,4.33,1467.22,8,True
12054,407,65,1273,KWD,467.86,3.12,1459.72,2,True
12055,413,13,1541,KWD,333.67,4.47,1491.5,3,False
12056,337,30,1016,OMR,379.98,5.23,1987.3,6,False
12057,480,49,1463,USD,264.04,3.04,802.68,2,False
12058,135,75,1297,SAR,207.16,4.09,847.28,8,True
12059,222,63,1592,USD,381.34,3.19,1216.47,2,True
12060,156,71,1395,KWD,395.93,2.75,1088.81,5,False
12061,142,35,1026,OMR,478.71,2.75,1316.45,6,False
12062,428,11,1182,KWD,453.44,3.16,1432.87,3,False
12063,158,49,1515,USD,432.81,3.53,1527.82,7,True
12064,465,40,1674,KWD,410.09,3.16,1295.88,4,False
12065,416,21,1448,AED,329.55,4.87,1604.91,1,True
12066,494,47,1331,SAR,346.62,2.72,942.81,3,False
12067,326,3,1583,USD,433.8,2.63,1140.89,4,False
12068,371,30,1455,AED,247.65,3.05,755.33,2,True
12069,344,67,1587,KWD,415.24,3.19,1324.62,4,False
12070,262,62,1419,SAR,387.48,4.5,1743.66,5,True
12071,283,37,1239,SAR,267.31,2.52,673.62,7,False
12072,338,22,1511,SAR,333.65,5.24,1748.33,2,False
12073,344,31,1289,OMR,434.68,3.35,1456.18,8,False
12074,229,46,1438,SAR,234.69,2.81,659.48,5,False
12075,376,76,1522,AED,387.23,5.36,2075.55,3,True
12076,280,45,1570,USD,326.27,5.21,1699.87,5,True
12077,358,14,1258,AED,275.17,2.76,759.47,4,True
12078,290,12,1713,KWD,467.43,3.83,1790.26,7,True
12079,168,63,1267,OMR,343.26,4.39,1506.91,2,True
12080,47,77,1112,OMR,496.36,4.86,2412.31,2,False
12081,463,38,1584,KWD,390.54,5.45,2128.44,8,True
12082,203,47,1404,USD,299.18,4.78,1430.08,2,True
12083,214,54,1401,OMR,289.81,4.13,1196.92,4,False
12084,246,55,1235,KWD,408.12,2.6,1061.11,4,True
12085,24,48,1005,KWD,304.53,3.12,950.13,5,True
12086,321,73,1600,KWD,373.23,5.11,1907.21,8,False
12087,274,72,1113,KWD,369.83,3.68,1360.97,2,False
12088,44,15,1364,SAR,204.65,2.81,575.07,5,False
12089,332,71,1320,USD,407.88,4.89,1994.53,2,True
12090,313,16,1310,KWD,370.13,2.86,1058.57,6,True
12091,363,43,1167,SAR,443.1,3.35,1484.39,2,False
12092,156,7,1051,SAR,481.72,2.59,1247.65,3,True
12093,488,43,1299,AED,346.54,3.39,1174.77,3,True
12094,380,28,1061,KWD,432.76,4.95,2142.16,2,False
12095,199,66,1083,SAR,340.67,3.83,1304.77,3,True
12096,407,60,1352,AED,287.71,3.13,900.53,1,True
12097,469,3,1668,AED,470.27,3.94,1852.86,2,False
12098,162,1,1502,KWD,385.0,2.51,966.35,8,False
12099,395,31,1658,OMR,218.18,4.6,1003.63,2,False
12100,470,56,1474,SAR,480.34,2.52,1210.46,5,False
12101,234,46,1634,OMR,325.17,3.44,1118.58,8,True
12102,163,32,1502,AED,400.52,3.05,1221.59,1,False
12103,116,18,1693,OMR,487.78,5.34,2604.75,7,False
12104,93,68,1098,OMR,360.2,2.87,1033.77,1,False
12105,42,35,1701,KWD,379.43,4.34,1646.73,1,True
12106,284,23,1305,AED,256.56,3.62,928.75,6,True
12107,379,13,1314,USD,433.4,4.66,2019.64,2,True
12108,210,78,1709,SAR,356.49,3.51,1251.28,1,True
12109,206,14,1441,KWD,346.03,2.82,975.8,4,False
12110,466,37,1246,KWD,253.27,2.62,663.57,3,False
12111,220,5,1264,USD,332.34,5.47,1817.9,1,False
12112,280,22,1568,KWD,484.63,5.39,2612.16,8,True
12113,136,28,1424,AED,316.27,3.15,996.25,7,True
12114,106,4,1057,KWD,266.55,2.77,738.34,1,True
12115,118,50,1483,KWD,379.57,4.32,1639.74,3,True
12116,237,29,1323,USD,352.42,4.57,1610.56,5,True
12117,309,37,1185,SAR,343.92,4.7,1616.42,7,False
12118,456,35,1498,SAR,248.98,5.24,1304.66,4,True
12119,388,20,1061,OMR,472.6,3.26,1540.68,6,False
12120,475,35,1592,AED,382.36,3.16,1208.26,7,True
12121,100,2,1245,USD,386.43,2.72,1051.09,5,False
12122,261,58,1486,SAR,235.59,2.95,694.99,3,False
12123,481,18,1372,USD,336.69,4.45,1498.27,8,False
12124,305,56,1514,OMR,374.92,3.96,1484.68,5,True
12125,354,64,1050,SAR,477.07,4.65,2218.38,8,False
12126,286,52,1616,USD,374.1,4.37,1634.82,7,True
12127,328,22,1098,AED,487.56,4.62,2252.53,3,True
12128,103,60,1322,AED,407.57,4.09,1666.96,2,False
12129,63,10,1591,OMR,246.85,5.34,1318.18,5,False
12130,175,6,1440,SAR,219.51,4.52,992.19,2,True
12131,282,6,1403,SAR,364.51,4.62,1684.04,7,True
12132,441,28,1416,AED,483.3,5.15,2489.0,6,True
12133,293,42,1682,OMR,295.73,4.33,1280.51,6,False
12134,226,74,1154,KWD,465.26,3.18,1479.53,4,False
12135,7,41,1541,AED,243.82,3.78,921.64,8,False
12136,127,63,1610,AED,422.35,4.68,1976.6,2,False
12137,424,22,1145,USD,324.84,5.28,1715.16,5,False
12138,92,29,1234,OMR,203.88,3.94,803.29,6,True
12139,423,71,1473,KWD,286.83,3.17,909.25,8,True
12140,190,34,1398,OMR,320.21,3.44,1101.52,3,False
12141,359,2,1610,OMR,331.31,3.78,1252.35,7,False
12142,476,26,1459,AED,251.47,4.69,1179.39,7,False
12143,462,75,1701,AED,384.97,2.82,1085.62,8,True
12144,53,19,1432,AED,453.95,2.64,1198.43,8,False
12145,242,20,1256,USD,406.54,5.49,2231.9,7,True
12146,486,33,1714,KWD,439.72,3.55,1561.01,3,True
12147,132,4,1438,KWD,304.46,3.27,995.58,1,True
12148,490,32,1536,OMR,453.27,4.39,1989.86,6,False
12149,466,19,1174,AED,201.71,5.29,1067.05,4,True
12150,364,3,1712,OMR,448.34,3.82,1712.66,4,False
12151,112,61,1490,AED,208.28,4.93,1026.82,5,True
12152,409,38,1282,OMR,393.83,3.33,1311.45,7,True
12153,7,6,1604,OMR,261.82,4.11,1076.08,5,True
12154,230,56,1561,USD,348.06,4.15,1444.45,2,False
12155,156,40,1218,USD,321.27,3.21,1031.28,6,True
12156,197,69,1155,OMR,487.31,4.22,2056.45,3,True
12157,323,42,1056,AED,296.94,4.23,1256.06,3,True
12158,364,74,1510,OMR,399.36,4.24,1693.29,3,True
12159,223,2,1337,AED,355.12,3.7,1313.94,6,False
12160,367,28,1718,SAR,313.67,4.41,1383.28,3,True
12161,490,17,1271,KWD,395.33,3.52,1391.56,2,True
12162,250,70,1726,OMR,241.93,3.67,887.88,2,False
12163,404,69,1183,SAR,419.82,2.62,1099.93,7,False
12164,83,39,1290,OMR,375.92,5.37,2018.69,8,False
12165,240,7,1301,USD,431.09,4.65,2004.57,6,False
12166,380,32,1578,KWD,426.3,4.72,2012.14,6,False
12167,395,4,1246,OMR,342.86,4.86,1666.3,1,False
12168,360,21,1015,USD,325.47,4.65,1513.44,7,True
12169,323,32,1334,USD,456.74,5.1,2329.37,1,False
12170,471,14,1210,SAR,473.64,2.57,1217.25,7,False
12171,263,70,1585,USD,325.83,2.81,915.58,7,False
12172,407,75,1372,SAR,478.8,3.76,1800.29,1,False
12173,189,46,1405,AED,476.4,5.09,2424.88,4,True
12174,455,20,1529,AED,238.89,3.37,805.06,7,True
12175,366,58,1021,AED,339.27,4.74,1608.14,2,True
12176,290,48,1617,AED,441.62,3.31,1461.76,1,True
12177,362,7,1118,OMR,244.93,5.5,1347.12,2,True
12178,403,40,1527,SAR,272.12,5.02,1366.04,7,True
12179,58,59,1183,AED,365.98,3.88,1420.0,5,False
12180,9,36,1514,USD,236.57,5.16,1220.7,1,False
12181,304,44,1491,SAR,300.97,4.32,1300.19,3,False
12182,115,31,1505,OMR,354.41,2.89,1024.24,4,True
12183,210,42,1634,AED,437.44,4.48,1959.73,3,True
12184,41,44,1436,SAR,247.31,4.05,1001.61,6,False
12185,304,43,1104,KWD,416.48,3.11,1295.25,5,False
12186,173,43,1102,AED,484.36,2.74,1327.15,1,True
12187,234,47,1207,SAR,262.11,5.15,1349.87,3,True
12188,281,6,1660,AED,268.15,3.65,978.75,2,False
12189,372,66,1704,KWD,435.35,5.16,2246.41,2,False
12190,78,9,1046,USD,240.34,4.73,1136.81,2,True
12191,108,11,1303,USD,341.08,2.59,883.4,4,False
12192,281,77,1166,KWD,324.04,4.94,1600.76,6,False
12193,403,18,1493,SAR,353.39,3.19,1127.31,6,True
12194,39,25,1086,OMR,355.71,3.75,1333.91,3,True
12195,119,74,1225,AED,367.33,3.57,1311.37,6,False
12196,335,58,1119,OMR,445.41,2.54,1131.34,3,False
12197,336,30,1247,AED,328.47,5.06,1662.06,3,True
12198,27,1,1504,OMR,264.67,4.62,1222.78,2,True
12199,104,63,1352,AED,435.74,3.9,1699.39,7,True
12200,74,29,1143,USD,493.79,3.67,1812.21,1,False
12201,191,66,1349,AED,237.75,5.38,1279.1,2,False
12202,324,75,1514,AED,278.14,5.13,1426.86,8,False
12203,499,53,1316,KWD,493.21,5.46,2692.93,7,True
12204,147,19,1025,KWD,266.46,3.47,924.62,8,False
12205,255,66,1529,AED,326.7,4.4,1437.48,5,True
12206,284,52,1321,AED,225.1,3.4,765.34,8,True
12207,213,31,1295,SAR,291.53,2.68,781.3,1,False
12208,123,60,1130,USD,277.76,5.03,1397.13,3,True
12209,495,68,1016,AED,487.3,3.8,1851.74,6,True
12210,206,30,1581,AED,242.17,5.12,1239.91,1,False
12211,417,13,1184,USD,293.0,3.82,1119.26,2,True
12212,240,15,1048,SAR,223.9,2.64,591.1,1,True
12213,394,20,1075,KWD,401.59,2.64,1060.2,5,False
12214,339,34,1527,KWD,495.88,4.58,2271.13,8,True
12215,286,20,1005,USD,245.95,4.69,1153.51,1,False
12216,22,50,1033,AED,388.16,5.45,2115.47,8,False
12217,259,27,1058,KWD,246.0,3.78,929.88,3,True
12218,357,30,1066,AED,267.95,4.94,1323.67,8,False
12219,105,56,1254,OMR,362.66,3.39,1229.42,8,True
12220,466,65,1402,AED,484.92,3.22,1561.44,6,False
12221,459,55,1156,KWD,342.54,2.58,883.75,5,True
12222,432,24,1031,AED,335.15,4.1,1374.11,7,True
12223,258,25,1009,AED,241.09,3.22,776.31,3,True
12224,204,53,1703,SAR,369.06,4.3,1586.96,2,False
12225,310,76,1374,SAR,338.73,3.48,1178.78,1,False
12226,262,11,1730,AED,300.38,4.67,1402.77,7,True
12227,107,60,1348,USD,419.2,4.44,1861.25,6,True
12228,251,77,1588,USD,289.38,5.32,1539.5,3,True
12229,424,47,1531,USD,470.87,3.95,1859.94,8,False
12230,492,25,1155,USD,461.82,3.28,1514.77,8,False
12231,221,25,1026,KWD,345.98,3.81,1318.18,6,True
12232,379,17,1152,USD,472.4,5.36,2532.06,1,True
12233,222,12,1284,KWD,488.47,4.3,2100.42,8,True
12234,258,52,1627,USD,210.92,4.35,917.5,5,True
12235,201,11,1249,AED,455.73,5.36,2442.71,1,True
12236,367,10,1428,USD,320.75,5.41,1735.26,7,False
12237,258,60,1556,AED,498.56,5.32,2652.34,6,True
12238,349,54,1285,AED,302.87,4.06,1229.65,6,True
12239,225,63,1505,SAR,449.96,4.65,2092.31,6,True
12240,202,20,1293,OMR,266.1,3.61,960.62,7,False
12241,226,5,1443,OMR,479.06,5.27,2524.65,4,False
12242,236,41,1287,AED,422.8,5.15,2177.42,3,False
12243,183,63,1305,OMR,285.15,4.6,1311.69,8,True
12244,200,56,1070,OMR,406.19,2.94,1194.2,6,False
12245,357,32,1162,USD,330.62,3.57,1180.31,6,False
12246,246,27,1480,OMR,457.83,5.3,2426.5,8,False
12247,444,68,1587,OMR,201.78,4.92,992.76,4,True
12248,353,48,1342,OMR,357.0,2.88,1028.16,6,True
12249,111,7,1516,SAR,404.38,5.37,2171.52,8,False
12250,6,46,1106,OMR,319.05,2.84,906.1,1,False
12251,236,78,1630,USD,341.99,2.55,872.07,4,True
12252,127,18,1608,KWD,271.99,3.91,1063.48,6,True
12253,104,38,1692,SAR,325.23,5.22,1697.7,5,False
12254,237,65,1497,USD,476.33,2.88,1371.83,3,True
12255,403,17,1000,AED,315.38,2.66,838.91,1,True
12256,480,38,1597,USD,496.53,4.87,2418.1,4,True
12257,155,63,1475,KWD,339.65,3.93,1334.82,3,False
12258,257,42,1452,SAR,386.14,5.5,2123.77,3,True
12259,235,8,1064,KWD,201.39,2.87,577.99,1,True
12260,500,30,1484,AED,256.1,2.64,676.1,6,False
12261,289,64,1614,AED,306.71,3.36,1030.55,8,False
12262,40,9,1421,AED,298.4,2.81,838.5,6,False
12263,288,57,1535,USD,415.79,2.72,1130.95,1,False
12264,197,59,1150,USD,364.57,5.49,2001.49,7,True
12265,273,67,1390,OMR,265.02,5.22,1383.4,3,False
12266,382,75,1414,AED,381.69,4.08,1557.3,8,False
12267,264,5,1006,KWD,239.34,2.61,624.68,8,False
12268,57,4,1515,AED,460.23,5.04,2319.56,3,True
12269,298,8,1693,SAR,424.9,3.6,1529.64,2,True
12270,98,42,1465,USD,303.79,4.69,1424.78,5,True
12271,137,35,1103,AED,214.51,4.73,1014.63,3,True
12272,376,13,1463,OMR,434.83,5.15,2239.37,6,True
12273,87,5,1563,AED,273.03,5.5,1501.66,2,True
12274,419,40,1593,OMR,277.69,5.24,1455.1,1,True
12275,242,19,1559,USD,329.46,4.81,1584.7,2,True
12276,199,4,1350,USD,382.57,3.53,1350.47,5,False
12277,463,59,1728,OMR,210.31,5.2,1093.61,8,True
12278,437,18,1365,SAR,447.71,3.37,1508.78,1,False
12279,310,24,1181,USD,210.24,4.45,935.57,5,False
12280,84,31,1242,OMR,252.47,5.46,1378.49,7,False
12281,242,58,1219,USD,268.04,5.2,1393.81,1,True
12282,281,28,1207,AED,454.82,4.18,1901.15,5,True
12283,323,9,1638,KWD,423.77,2.85,1207.74,5,True
12284,252,45,1181,SAR,383.18,4.86,1862.25,2,True
12285,190,49,1428,KWD,306.85,4.2,1288.77,8,True
12286,439,2,1034,SAR,365.87,4.24,1551.29,8,True
12287,430,6,1674,AED,215.28,4.13,889.11,1,True
12288,152,29,1420,OMR,459.83,3.49,1604.81,3,True
12289,482,26,1202,OMR,407.6,2.85,1161.66,8,False
12290,302,28,1161,OMR,400.04,3.36,1344.13,1,True
12291,278,7,1407,AED,495.28,4.9,2426.87,6,False
12292,139,34,1348,KWD,359.97,2.72,979.12,4,True
12293,176,56,1003,USD,221.92,4.48,994.2,6,True
12294,8,10,1360,OMR,268.43,3.45,926.08,5,False
12295,295,57,1589,USD,248.17,3.47,861.15,5,True
12296,235,47,1663,KWD,482.37,4.07,1963.25,6,True
12297,163,27,1357,USD,238.28,3.68,876.87,5,True
12298,49,39,1627,USD,206.76,4.99,1031.73,8,False
12299,302,22,1035,USD,290.66,5.13,1491.09,1,True
12300,38,19,1334,AED,236.6,4.91,1161.71,4,False
12301,136,9,1290,KWD,386.09,5.25,2026.97,4,False
12302,310,19,1284,USD,267.12,4.07,1087.18,6,True
12303,421,2,1035,OMR,452.82,3.52,1593.93,2,True
12304,219,61,1323,OMR,242.94,3.27,794.41,4,True
12305,348,59,1462,KWD,245.74,4.97,1221.33,8,False
12306,296,70,1394,AED,382.31,3.31,1265.45,3,True
12307,34,71,1566,USD,224.57,4.59,1030.78,7,True
12308,352,70,1048,AED,215.18,3.55,763.89,5,True
12309,79,33,1462,KWD,255.17,4.09,1043.65,8,True
12310,236,78,1312,SAR,358.01,5.05,1807.95,6,False
12311,383,65,1354,OMR,364.33,2.99,1089.35,8,True
12312,273,25,1342,USD,315.42,3.42,1078.74,8,True
12313,161,70,1054,USD,340.12,2.72,925.13,5,True
12314,175,28,1311,KWD,336.46,3.58,1204.53,2,True
12315,366,18,1259,KWD,337.26,4.59,1548.02,1,False
12316,308,63,1641,AED,279.88,4.17,1167.1,4,False
12317,374,49,1087,OMR,250.85,3.53,885.5,6,True
12318,464,66,1319,AED,317.45,3.81,1209.48,7,False
12319,221,40,1389,KWD,339.04,3.19,1081.54,3,False
12320,9,66,1269,OMR,486.02,4.41,2143.35,8,False
12321,289,4,1459,KWD,424.54,2.99,1269.37,3,True
12322,444,34,1360,AED,458.43,3.33,1526.57,7,True
12323,113,5,1125,AED,315.88,4.65,1468.84,8,False
12324,477,22,1184,AED,371.78,3.44,1278.92,6,True
12325,205,20,1364,SAR,422.7,4.74,2003.6,8,True
12326,405,47,1541,AED,255.04,2.9,739.62,8,False
12327,186,77,1719,USD,337.77,4.62,1560.5,5,False
12328,341,34,1007,AED,304.49,3.92,1193.6,8,True
12329,197,44,1653,KWD,364.34,4.04,1471.93,5,True
12330,266,6,1723,AED,287.64,3.9,1121.8,4,False
12331,262,56,1413,KWD,306.4,3.28,1004.99,6,True
12332,248,29,1131,KWD,449.68,4.43,1992.08,7,True
12333,115,53,1355,OMR,433.25,3.45,1494.71,2,False
12334,121,1,1322,SAR,322.14,3.84,1237.02,7,False
12335,141,59,1101,KWD,229.37,3.34,766.1,5,False
12336,65,48,1465,KWD,285.72,3.64,1040.02,3,False
12337,276,7,1428,USD,419.58,2.51,1053.15,2,True
12338,313,32,1074,AED,426.7,4.01,1711.07,7,False
12339,239,78,1099,SAR,297.37,4.03,1198.4,2,True
12340,302,61,1235,SAR,481.91,4.07,1961.37,2,True
12341,392,57,1268,OMR,350.52,3.95,1384.55,3,True
12342,10,51,1566,KWD,463.51,3.78,1752.07,4,False
12343,457,19,1253,KWD,358.94,4.49,1611.64,6,False
12344,369,27,1726,USD,203.63,3.1,631.25,2,False
12345,233,63,1328,SAR,229.85,4.22,969.97,5,True
12346,195,60,1298,AED,231.57,5.2,1204.16,5,False
12347,395,61,1369,OMR,415.3,2.86,1187.76,3,True
12348,12,61,1670,OMR,458.07,2.96,1355.89,4,False
12349,394,45,1258,OMR,357.71,5.1,1824.32,8,True
12350,409,21,1227,OMR,456.28,5.22,2381.78,6,True
12351,177,44,1376,SAR,311.55,4.81,1498.56,6,False
12352,177,1,1144,KWD,230.57,2.71,624.84,1,False
12353,217,44,1079,SAR,277.7,2.81,780.34,4,True
12354,11,62,1038,AED,235.41,5.12,1205.3,5,False
12355,446,61,1705,OMR,465.73,5.49,2556.86,5,True
12356,118,50,1708,SAR,271.74,5.0,1358.7,3,True
12357,164,75,1096,AED,425.2,5.32,2262.06,2,False
12358,39,41,1245,USD,221.4,5.26,1164.56,4,True
12359,53,33,1332,OMR,432.51,3.32,1435.93,6,True
12360,218,12,1587,KWD,225.52,3.8,856.98,7,True
12361,206,2,1402,KWD,484.31,5.07,2455.45,5,False
12362,487,21,1277,KWD,392.19,3.74,1466.79,4,False
12363,312,14,1007,AED,402.9,3.44,1385.98,1,False
12364,360,34,1363,SAR,404.29,2.73,1103.71,5,False
12365,385,64,1451,OMR,282.42,3.37,951.76,5,False
12366,56,23,1710,OMR,332.89,5.45,1814.25,4,True
12367,118,50,1251,OMR,471.6,5.29,2494.76,3,False
12368,388,14,1017,OMR,262.07,5.03,1318.21,1,False
12369,253,76,1389,USD,358.3,4.78,1712.67,7,False
12370,286,46,1241,OMR,296.88,3.31,982.67,5,False
12371,268,5,1252,USD,429.08,3.28,1407.38,5,True
12372,291,66,1003,SAR,336.87,3.99,1344.11,5,True
12373,333,22,1372,KWD,302.82,4.19,1268.82,5,True
12374,180,70,1424,USD,377.9,3.71,1402.01,2,True
12375,415,2,1178,KWD,231.81,4.18,968.97,1,False
12376,358,29,1011,KWD,367.99,3.94,1449.88,1,True
12377,235,61,1292,AED,435.05,4.35,1892.47,2,True
12378,343,71,1258,USD,488.89,4.08,1994.67,1,True
12379,196,16,1428,OMR,453.56,3.15,1428.71,4,True
12380,308,64,1596,AED,384.9,4.08,1570.39,2,False
12381,80,14,1294,OMR,362.19,4.09,1481.36,8,True
12382,135,43,1332,KWD,298.6,2.69,803.23,2,False
12383,22,76,1111,AED,343.37,3.28,1126.25,2,False
12384,477,43,1205,OMR,385.55,4.3,1657.86,5,True
12385,331,70,1221,OMR,238.94,3.76,898.41,7,True
12386,440,55,1529,SAR,417.0,4.91,2047.47,8,True
12387,225,76,1012,AED,273.5,2.69,735.72,1,False
12388,58,31,1269,AED,234.6,2.88,675.65,8,False
12389,93,76,1552,KWD,229.4,5.45,1250.23,7,True
12390,192,74,1039,KWD,295.9,4.39,1299.0,4,False
12391,103,40,1504,AED,296.12,4.32,1279.24,2,False
12392,396,27,1600,SAR,371.7,4.8,1784.16,7,False
12393,7,52,1612,SAR,337.41,3.47,1170.81,3,False
12394,128,7,1730,KWD,424.98,4.47,1899.66,8,False
12395,55,46,1214,USD,205.75,3.86,794.2,6,False
12396,231,33,1303,OMR,227.27,3.58,813.63,4,True
12397,362,8,1521,KWD,274.38,3.01,825.88,3,True
12398,62,5,1728,SAR,211.69,2.75,582.15,2,False
12399,240,61,1120,AED,249.18,2.55,635.41,3,True
12400,90,72,1309,SAR,418.2,3.41,1426.06,8,False
12401,232,60,1674,AED,439.49,2.55,1120.7,6,True
12402,457,24,1663,KWD,377.77,3.32,1254.2,2,True
12403,233,7,1304,OMR,371.28,4.38,1626.21,5,True
12404,354,61,1425,OMR,388.06,2.96,1148.66,8,True
12405,493,36,1458,KWD,440.37,3.85,1695.42,4,False
12406,333,27,1595,OMR,452.84,2.94,1331.35,2,True
12407,439,29,1201,OMR,301.71,3.59,1083.14,8,False
12408,375,20,1561,USD,324.92,5.1,1657.09,4,True
12409,292,70,1660,USD,442.61,4.56,2018.3,1,True
12410,345,76,1411,USD,263.2,4.72,1242.3,2,False
12411,152,76,1219,AED,482.81,3.93,1897.44,8,True
12412,428,3,1154,USD,451.47,5.24,2365.7,6,False
12413,145,39,1608,KWD,332.26,2.94,976.84,8,False
12414,130,45,1323,USD,354.12,2.86,1012.78,8,True
12415,141,68,1610,KWD,331.24,3.45,1142.78,5,True
12416,415,31,1339,USD,268.71,2.8,752.39,5,False
12417,93,38,1389,OMR,271.99,3.4,924.77,7,False
12418,114,6,1185,USD,290.83,4.2,1221.49,5,True
12419,284,8,1133,KWD,322.48,3.71,1196.4,1,True
12420,444,28,1146,KWD,468.13,3.81,1783.58,2,True
12421,411,15,1112,KWD,307.57,2.98,916.56,3,False
12422,143,8,1528,USD,368.75,3.84,1416.0,8,False
12423,223,54,1432,AED,226.55,5.26,1191.65,8,True
12424,232,6,1386,KWD,315.3,2.69,848.16,6,False
12425,463,29,1365,AED,328.32,4.55,1493.86,8,False
12426,33,34,1033,USD,350.85,4.4,1543.74,3,True
12427,276,7,1061,AED,338.55,4.92,1665.67,4,True
12428,170,40,1443,AED,398.26,4.31,1716.5,5,True
12429,140,74,1195,KWD,455.02,3.69,1679.02,5,False
12430,357,13,1086,USD,389.57,4.88,1901.1,3,True
12431,201,62,1634,KWD,316.21,3.58,1132.03,1,False
12432,23,65,1253,OMR,431.83,3.26,1407.77,8,False
12433,456,41,1126,SAR,405.34,4.12,1670.0,8,True
12434,224,42,1161,AED,407.14,5.34,2174.13,2,True
12435,368,66,1315,USD,436.05,4.15,1809.61,6,True
12436,270,11,1171,AED,233.27,5.48,1278.32,3,True
12437,347,50,1398,USD,308.53,4.92,1517.97,4,True
12438,153,71,1330,KWD,250.46,5.08,1272.34,8,False
12439,333,35,1358,SAR,431.76,4.65,2007.68,6,True
12440,85,20,1251,SAR,370.01,3.57,1320.94,6,False
12441,109,28,1008,SAR,496.85,3.95,1962.56,2,False
12442,31,37,1238,SAR,403.59,4.64,1872.66,3,True
12443,229,3,1034,AED,222.93,3.39,755.73,7,True
12444,240,59,1615,USD,286.43,5.06,1449.34,8,False
12445,378,73,1382,OMR,477.62,3.96,1891.38,8,True
12446,363,27,1668,USD,494.41,4.54,2244.62,8,True
12447,310,32,1685,AED,267.02,3.99,1065.41,3,True
12448,389,48,1709,KWD,348.21,5.4,1880.33,4,True
12449,141,46,1722,OMR,311.0,3.81,1184.91,3,True
12450,156,47,1729,OMR,262.9,3.76,988.5,3,True
12451,299,40,1200,OMR,310.44,4.4,1365.94,4,True
12452,345,3,1232,AED,328.46,2.86,939.4,6,True
12453,371,75,1627,SAR,400.04,4.64,1856.19,4,True
12454,99,29,1495,SAR,350.78,2.64,926.06,5,False
12455,47,58,1076,SAR,449.01,5.28,2370.77,7,False
12456,487,50,1217,USD,482.69,4.1,1979.03,6,True
12457,327,10,1373,SAR,314.8,3.38,1064.02,3,True
12458,422,61,1052,OMR,350.34,3.27,1145.61,7,True
12459,480,61,1595,SAR,418.17,4.69,1961.22,5,True
12460,67,23,1257,OMR,447.86,2.76,1236.09,4,True
12461,62,6,1131,OMR,266.16,5.28,1405.32,3,True
12462,109,75,1710,USD,397.39,4.02,1597.51,3,True
12463,167,60,1394,SAR,445.74,4.55,2028.12,2,False
12464,37,27,1594,KWD,422.05,2.72,1147.98,1,True
12465,119,55,1248,SAR,409.37,3.23,1322.27,6,True
12466,498,31,1397,KWD,483.25,2.52,1217.79,3,True
12467,86,30,1068,USD,423.69,3.06,1296.49,4,True
12468,382,67,1653,AED,346.74,4.16,1442.44,5,False
12469,392,13,1422,USD,460.81,4.0,1843.24,2,False
12470,465,59,1651,USD,331.09,4.84,1602.48,3,False
12471,52,54,1339,KWD,439.12,4.43,1945.3,5,False
12472,91,21,1373,USD,387.42,4.66,1805.38,2,False
12473,289,43,1273,OMR,381.67,3.24,1236.61,4,False
12474,494,11,1256,USD,421.62,4.03,1699.13,1,True
12475,337,67,1515,USD,409.83,5.25,2151.61,6,True
12476,298,38,1267,KWD,360.12,3.97,1429.68,4,False
12477,204,24,1356,USD,465.64,3.16,1471.42,4,True
12478,368,51,1307,USD,416.51,4.27,1778.5,1,True
12479,238,76,1601,SAR,374.18,2.95,1103.83,1,False
12480,382,61,1526,OMR,411.16,4.51,1854.33,3,True
12481,155,46,1647,OMR,303.16,3.87,1173.23,3,False
12482,240,43,1693,OMR,499.85,3.47,1734.48,7,True
12483,136,27,1490,USD,340.79,3.22,1097.34,1,False
12484,407,30,1638,OMR,342.48,4.39,1503.49,1,False
12485,362,63,1637,SAR,317.26,3.71,1177.03,3,False
12486,381,10,1706,AED,296.45,5.02,1488.18,1,True
12487,369,3,1197,AED,489.0,2.68,1310.52,3,False
12488,64,77,1350,SAR,490.95,3.63,1782.15,6,False
12489,123,60,1217,AED,484.38,2.79,1351.42,7,True
12490,254,27,1007,AED,296.83,5.04,1496.02,4,True
