payout_id,teacher_id,date_id,hours_taught,rate_per_hour,rate_basis,total_payout,currency,bonus
24560,93,1216,10,1700,Urgent,17000,PKR,500
24561,79,1463,12,1500,Intro Offer,18000,PKR,0
24562,70,1283,10,1700,Urgent,17000,PKR,1000
24563,95,1629,10,1500,Urgent,15000,PKR,500
24564,86,1683,10,1300,Urgent,13000,PKR,1000
24565,11,1639,12,1700,Intro Offer,20400,PKR,0
24566,68,1638,12,1700,Urgent,20400,PKR,0
24567,2,1440,12,1700,Intro Offer,20400,PKR,1000
24568,89,1035,8,1700,Standard,13600,PKR,500
24569,40,1063,10,1700,Urgent,17000,PKR,500
24570,66,1100,10,1500,Urgent,15000,PKR,1000
24571,87,1319,10,1700,Standard,17000,PKR,1000
24572,68,1389,10,1700,Intro Offer,17000,PKR,0
24573,36,1704,8,1300,Standard,10400,PKR,1000
24574,65,1715,10,1500,Urgent,15000,PKR,0
24575,4,1413,12,1700,Standard,20400,PKR,1000
24576,5,1210,12,1500,Standard,18000,PKR,1000
24577,94,1435,12,1300,Urgent,15600,PKR,500
24578,40,1548,10,1500,Standard,15000,PKR,1000
24579,17,1419,10,1500,Urgent,15000,PKR,1000
24580,92,1360,8,1500,Urgent,12000,PKR,1000
24581,53,1454,10,1700,Standard,17000,PKR,1000
24582,87,1196,10,1500,Intro Offer,15000,PKR,500
24583,1,1711,10,1500,Standard,15000,PKR,0
24584,26,1281,10,1500,Standard,15000,PKR,500
24585,99,1194,8,1300,Intro Offer,10400,PKR,500
24586,97,1024,8,1300,Intro Offer,10400,PKR,500
24587,44,1066,12,1300,Urgent,15600,PKR,500
24588,36,1381,10,1700,Intro Offer,17000,PKR,0
24589,12,1729,10,1300,Standard,13000,PKR,500
24590,92,1109,8,1700,Standard,13600,PKR,0
24591,47,1584,12,1700,Intro Offer,20400,PKR,500
24592,16,1224,8,1300,Urgent,10400,PKR,0
24593,15,1201,10,1300,Intro Offer,13000,PKR,1000
24594,8,1052,8,1700,Urgent,13600,PKR,1000
24595,47,1291,12,1700,Urgent,20400,PKR,0
24596,69,1200,12,1700,Urgent,20400,PKR,1000
24597,47,1302,10,1300,Intro Offer,13000,PKR,0
24598,76,1184,12,1700,Standard,20400,PKR,1000
24599,7,1355,12,1700,Urgent,20400,PKR,500
24600,99,1640,8,1300,Urgent,10400,PKR,0
24601,56,1099,12,1300,Intro Offer,15600,PKR,1000
24602,5,1344,8,1500,Urgent,12000,PKR,1000
24603,64,1381,12,1700,Intro Offer,20400,PKR,0
24604,81,1394,10,1700,Intro Offer,17000,PKR,0
24605,45,1651,10,1500,Standard,15000,PKR,0
24606,57,1523,8,1500,Intro Offer,12000,PKR,0
24607,45,1543,12,1700,Urgent,20400,PKR,0
24608,62,1434,12,1300,Standard,15600,PKR,1000
24609,36,1417,12,1300,Standard,15600,PKR,1000
24610,16,1219,12,1500,Urgent,18000,PKR,0
24611,38,1671,8,1500,Intro Offer,12000,PKR,0
24612,44,1095,10,1300,Standard,13000,PKR,500
24613,16,1508,8,1300,Intro Offer,10400,PKR,0
24614,52,1335,12,1300,Standard,15600,PKR,0
24615,14,1093,10,1300,Standard,13000,PKR,500
24616,45,1196,12,1300,Urgent,15600,PKR,500
24617,31,1090,8,1300,Standard,10400,PKR,1000
24618,10,1115,10,1300,Intro Offer,13000,PKR,500
24619,83,1542,8,1700,Standard,13600,PKR,1000
24620,88,1157,10,1300,Intro Offer,13000,PKR,0
24621,58,1645,8,1500,Intro Offer,12000,PKR,500
24622,18,1542,10,1300,Standard,13000,PKR,0
24623,41,1632,12,1300,Urgent,15600,PKR,500
24624,56,1550,12,1700,Intro Offer,20400,PKR,500
24625,9,1430,8,1700,Intro Offer,13600,PKR,500
24626,93,1698,8,1300,Standard,10400,PKR,1000
24627,46,1645,12,1700,Urgent,20400,PKR,0
24628,30,1022,8,1700,Urgent,13600,PKR,500
24629,52,1023,8,1300,Urgent,10400,PKR,0
24630,70,1255,12,1700,Urgent,20400,PKR,0
24631,39,1497,10,1500,Standard,15000,PKR,1000
24632,79,1415,12,1500,Urgent,18000,PKR,0
24633,98,1191,8,1300,Intro Offer,10400,PKR,1000
24634,92,1370,10,1700,Intro Offer,17000,PKR,1000
24635,86,1643,8,1300,Urgent,10400,PKR,500
24636,31,1319,8,1500,Urgent,12000,PKR,500
24637,42,1134,12,1500,Urgent,18000,PKR,1000
24638,21,1335,12,1500,Standard,18000,PKR,500
24639,40,1290,12,1500,Urgent,18000,PKR,500
24640,99,1672,10,1700,Urgent,17000,PKR,0
24641,92,1464,10,1500,Standard,15000,PKR,1000
24642,23,1070,10,1500,Intro Offer,15000,PKR,0
24643,7,1629,8,1300,Standard,10400,PKR,0
24644,46,1345,12,1300,Urgent,15600,PKR,500
24645,33,1680,10,1700,Urgent,17000,PKR,0
24646,85,1573,10,1700,Urgent,17000,PKR,1000
24647,49,1421,10,1300,Standard,13000,PKR,1000
24648,78,1342,8,1300,Intro Offer,10400,PKR,1000
24649,47,1564,8,1500,Standard,12000,PKR,0
24650,35,1412,10,1700,Standard,17000,PKR,1000
24651,93,1313,8,1300,Standard,10400,PKR,500
24652,100,1132,8,1500,Intro Offer,12000,PKR,0
24653,78,1463,12,1300,Intro Offer,15600,PKR,500
24654,43,1579,12,1700,Urgent,20400,PKR,500
24655,25,1489,8,1500,Intro Offer,12000,PKR,1000
24656,60,1616,8,1300,Intro Offer,10400,PKR,1000
24657,89,1138,12,1700,Standard,20400,PKR,1000
24658,58,1291,12,1300,Urgent,15600,PKR,500
24659,60,1368,12,1500,Urgent,18000,PKR,1000
24660,58,1208,10,1700,Standard,17000,PKR,500
24661,13,1716,8,1300,Urgent,10400,PKR,500
24662,20,1464,10,1300,Urgent,13000,PKR,0
24663,39,1714,12,1500,Urgent,18000,PKR,500
24664,84,1018,12,1300,Intro Offer,15600,PKR,0
24665,2,1580,8,1500,Intro Offer,12000,PKR,0
24666,1,1560,12,1500,Urgent,18000,PKR,1000
24667,23,1159,8,1700,Urgent,13600,PKR,500
24668,23,1575,12,1700,Intro Offer,20400,PKR,500
24669,3,1646,12,1300,Standard,15600,PKR,1000
24670,95,1453,10,1500,Intro Offer,15000,PKR,500
24671,50,1584,10,1700,Urgent,17000,PKR,1000
24672,28,1062,8,1500,Urgent,12000,PKR,500
24673,40,1284,8,1500,Urgent,12000,PKR,500
24674,82,1660,12,1300,Standard,15600,PKR,500
24675,78,1490,12,1700,Urgent,20400,PKR,500
24676,51,1047,12,1500,Standard,18000,PKR,500
24677,12,1279,10,1700,Intro Offer,17000,PKR,500
24678,59,1119,12,1700,Urgent,20400,PKR,500
24679,99,1730,8,1300,Standard,10400,PKR,500
24680,26,1105,12,1500,Urgent,18000,PKR,1000
24681,95,1502,12,1300,Standard,15600,PKR,0
24682,78,1230,10,1300,Urgent,13000,PKR,1000
24683,50,1490,10,1700,Standard,17000,PKR,500
24684,94,1308,12,1700,Urgent,20400,PKR,0
24685,55,1589,12,1700,Urgent,20400,PKR,0
24686,93,1283,10,1300,Intro Offer,13000,PKR,500
24687,4,1026,10,1300,Intro Offer,13000,PKR,1000
24688,58,1344,8,1700,Standard,13600,PKR,0
24689,62,1592,12,1300,Intro Offer,15600,PKR,500
24690,22,1489,12,1700,Urgent,20400,PKR,500
24691,29,1109,10,1300,Intro Offer,13000,PKR,500
24692,70,1139,10,1300,Intro Offer,13000,PKR,500
24693,18,1302,10,1700,Intro Offer,17000,PKR,0
24694,44,1528,8,1300,Intro Offer,10400,PKR,0
24695,79,1017,10,1700,Intro Offer,17000,PKR,500
24696,1,1196,12,1300,Intro Offer,15600,PKR,0
24697,70,1485,12,1500,Intro Offer,18000,PKR,500
24698,38,1516,8,1300,Standard,10400,PKR,500
24699,81,1382,8,1700,Standard,13600,PKR,500
24700,92,1018,8,1300,Standard,10400,PKR,500
24701,13,1053,12,1500,Urgent,18000,PKR,0
24702,46,1389,12,1500,Standard,18000,PKR,1000
24703,17,1531,10,1300,Intro Offer,13000,PKR,0
24704,64,1118,8,1500,Urgent,12000,PKR,0
24705,84,1065,8,1700,Standard,13600,PKR,500
24706,68,1598,12,1700,Standard,20400,PKR,500
24707,2,1021,12,1500,Standard,18000,PKR,0
24708,8,1674,10,1500,Intro Offer,15000,PKR,0
24709,52,1437,12,1500,Urgent,18000,PKR,1000
24710,92,1183,10,1300,Urgent,13000,PKR,0
24711,25,1096,12,1300,Urgent,15600,PKR,0
24712,86,1696,12,1500,Intro Offer,18000,PKR,500
24713,30,1311,10,1700,Urgent,17000,PKR,1000
24714,64,1177,8,1300,Urgent,10400,PKR,0
24715,87,1639,10,1500,Urgent,15000,PKR,500
24716,47,1017,8,1700,Intro Offer,13600,PKR,1000
24717,49,1519,10,1300,Urgent,13000,PKR,1000
24718,7,1619,10,1700,Standard,17000,PKR,0
24719,35,1610,12,1300,Intro Offer,15600,PKR,1000
24720,97,1617,10,1700,Intro Offer,17000,PKR,500
24721,24,1059,8,1700,Standard,13600,PKR,0
24722,5,1454,12,1700,Intro Offer,20400,PKR,500
24723,38,1712,12,1700,Intro Offer,20400,PKR,0
24724,69,1448,10,1300,Urgent,13000,PKR,0
24725,81,1508,8,1300,Intro Offer,10400,PKR,1000
24726,81,1612,12,1300,Standard,15600,PKR,500
24727,70,1615,12,1500,Standard,18000,PKR,0
24728,77,1579,10,1300,Standard,13000,PKR,500
24729,33,1495,8,1700,Intro Offer,13600,PKR,0
24730,70,1585,12,1700,Standard,20400,PKR,0
24731,47,1328,12,1300,Standard,15600,PKR,500
24732,21,1424,12,1300,Urgent,15600,PKR,500
24733,46,1221,8,1500,Intro Offer,12000,PKR,1000
24734,97,1623,8,1500,Intro Offer,12000,PKR,1000
24735,100,1613,10,1300,Standard,13000,PKR,500
24736,60,1544,8,1500,Intro Offer,12000,PKR,500
24737,84,1104,10,1700,Standard,17000,PKR,500
24738,3,1728,10,1700,Urgent,17000,PKR,1000
24739,99,1411,8,1700,Standard,13600,PKR,1000
24740,62,1378,10,1500,Standard,15000,PKR,500
24741,80,1692,12,1500,Urgent,18000,PKR,500
24742,97,1159,8,1300,Urgent,10400,PKR,1000
24743,4,1042,8,1500,Intro Offer,12000,PKR,1000
24744,77,1087,8,1700,Urgent,13600,PKR,1000
24745,46,1011,10,1300,Intro Offer,13000,PKR,0
24746,33,1655,8,1700,Standard,13600,PKR,0
24747,30,1677,12,1500,Urgent,18000,PKR,1000
24748,50,1474,10,1700,Intro Offer,17000,PKR,500
24749,18,1585,8,1300,Standard,10400,PKR,500
24750,82,1467,8,1500,Intro Offer,12000,PKR,500
24751,65,1577,8,1500,Intro Offer,12000,PKR,1000
24752,88,1055,10,1500,Standard,15000,PKR,500
24753,53,1634,8,1300,Standard,10400,PKR,1000
24754,59,1514,8,1300,Standard,10400,PKR,500
24755,22,1581,10,1500,Intro Offer,15000,PKR,1000
24756,100,1640,8,1500,Standard,12000,PKR,0
24757,13,1329,10,1700,Intro Offer,17000,PKR,0
24758,13,1675,12,1500,Standard,18000,PKR,0
24759,91,1466,12,1700,Urgent,20400,PKR,500
24760,4,1209,8,1300,Standard,10400,PKR,500
24761,91,1660,12,1300,Standard,15600,PKR,0
24762,49,1264,10,1300,Intro Offer,13000,PKR,1000
24763,25,1484,10,1500,Standard,15000,PKR,1000
24764,62,1317,10,1300,Intro Offer,13000,PKR,500
24765,69,1524,10,1700,Standard,17000,PKR,0
24766,13,1399,10,1500,Urgent,15000,PKR,500
24767,88,1117,8,1500,Intro Offer,12000,PKR,0
24768,61,1032,12,1300,Intro Offer,15600,PKR,0
24769,53,1557,8,1500,Intro Offer,12000,PKR,0
24770,12,1702,12,1300,Standard,15600,PKR,0
24771,35,1531,8,1500,Urgent,12000,PKR,500
24772,72,1420,8,1500,Intro Offer,12000,PKR,0
24773,100,1062,10,1300,Intro Offer,13000,PKR,0
24774,70,1556,8,1700,Standard,13600,PKR,0
24775,55,1311,10,1300,Standard,13000,PKR,500
24776,98,1093,10,1700,Intro Offer,17000,PKR,0
24777,80,1611,10,1700,Standard,17000,PKR,0
24778,2,1488,12,1700,Standard,20400,PKR,1000
24779,19,1344,8,1500,Standard,12000,PKR,500
24780,66,1690,10,1700,Urgent,17000,PKR,500
24781,72,1321,8,1700,Intro Offer,13600,PKR,0
24782,52,1332,8,1500,Intro Offer,12000,PKR,1000
24783,12,1343,12,1300,Intro Offer,15600,PKR,1000
24784,86,1652,12,1300,Standard,15600,PKR,0
24785,82,1044,12,1500,Urgent,18000,PKR,500
24786,1,1389,8,1700,Intro Offer,13600,PKR,1000
24787,34,1713,8,1300,Urgent,10400,PKR,0
24788,80,1227,12,1500,Urgent,18000,PKR,0
24789,69,1378,12,1300,Urgent,15600,PKR,500
24790,11,1639,10,1700,Urgent,17000,PKR,0
24791,28,1618,8,1500,Standard,12000,PKR,1000
24792,98,1003,12,1300,Standard,15600,PKR,500
24793,46,1140,12,1700,Standard,20400,PKR,0
24794,78,1594,12,1300,Intro Offer,15600,PKR,1000
24795,21,1227,12,1700,Standard,20400,PKR,1000
24796,57,1538,10,1500,Urgent,15000,PKR,0
24797,13,1364,12,1500,Urgent,18000,PKR,500
24798,87,1004,8,1700,Intro Offer,13600,PKR,1000
24799,13,1027,10,1300,Intro Offer,13000,PKR,500
24800,73,1377,8,1700,Standard,13600,PKR,1000
24801,90,1024,10,1500,Standard,15000,PKR,500
24802,46,1141,8,1500,Intro Offer,12000,PKR,500
24803,22,1440,8,1700,Urgent,13600,PKR,0
24804,21,1537,8,1500,Standard,12000,PKR,500
24805,37,1620,12,1300,Urgent,15600,PKR,1000
24806,85,1400,12,1300,Standard,15600,PKR,500
24807,97,1682,12,1300,Intro Offer,15600,PKR,500
24808,79,1716,12,1300,Urgent,15600,PKR,0
24809,51,1349,12,1700,Urgent,20400,PKR,500
24810,81,1001,12,1300,Standard,15600,PKR,0
24811,35,1001,8,1500,Intro Offer,12000,PKR,1000
24812,71,1377,10,1500,Standard,15000,PKR,0
24813,62,1438,10,1300,Standard,13000,PKR,0
24814,54,1519,10,1700,Intro Offer,17000,PKR,1000
24815,45,1124,12,1500,Intro Offer,18000,PKR,500
24816,34,1105,12,1300,Intro Offer,15600,PKR,0
24817,34,1029,12,1300,Intro Offer,15600,PKR,0
24818,51,1652,10,1300,Urgent,13000,PKR,500
24819,37,1298,8,1500,Intro Offer,12000,PKR,500
24820,54,1322,10,1500,Standard,15000,PKR,0
24821,5,1689,8,1300,Urgent,10400,PKR,0
24822,35,1420,8,1300,Standard,10400,PKR,500
24823,99,1150,10,1300,Intro Offer,13000,PKR,0
24824,11,1389,12,1500,Intro Offer,18000,PKR,1000
24825,20,1642,10,1700,Standard,17000,PKR,0
24826,16,1517,12,1500,Standard,18000,PKR,0
24827,49,1450,8,1700,Intro Offer,13600,PKR,500
24828,97,1252,12,1700,Urgent,20400,PKR,500
24829,7,1459,10,1700,Standard,17000,PKR,500
24830,70,1281,10,1300,Intro Offer,13000,PKR,1000
24831,89,1043,12,1300,Standard,15600,PKR,500
24832,36,1301,10,1500,Urgent,15000,PKR,500
24833,20,1385,10,1500,Urgent,15000,PKR,0
24834,55,1585,10,1700,Urgent,17000,PKR,1000
24835,31,1382,12,1700,Standard,20400,PKR,500
24836,70,1722,8,1500,Standard,12000,PKR,0
24837,83,1168,12,1300,Standard,15600,PKR,1000
24838,18,1669,8,1300,Standard,10400,PKR,1000
24839,31,1729,10,1700,Standard,17000,PKR,0
24840,79,1171,10,1700,Urgent,17000,PKR,500
24841,41,1534,10,1500,Standard,15000,PKR,500
24842,2,1473,12,1300,Intro Offer,15600,PKR,0
24843,58,1677,10,1300,Intro Offer,13000,PKR,1000
24844,5,1335,10,1500,Intro Offer,15000,PKR,500
24845,85,1565,10,1700,Urgent,17000,PKR,1000
24846,76,1126,10,1300,Standard,13000,PKR,500
24847,73,1401,10,1500,Standard,15000,PKR,500
24848,73,1205,10,1500,Standard,15000,PKR,1000
24849,14,1465,12,1300,Standard,15600,PKR,500
24850,26,1595,10,1700,Urgent,17000,PKR,0
24851,52,1147,10,1300,Standard,13000,PKR,0
24852,34,1618,8,1300,Intro Offer,10400,PKR,0
24853,14,1453,10,1300,Standard,13000,PKR,1000
24854,88,1663,8,1300,Intro Offer,10400,PKR,500
24855,72,1682,10,1700,Standard,17000,PKR,500
24856,81,1544,8,1700,Intro Offer,13600,PKR,1000
24857,45,1175,12,1700,Standard,20400,PKR,0
24858,72,1279,8,1700,Standard,13600,PKR,1000
24859,53,1643,10,1300,Intro Offer,13000,PKR,0
24860,41,1213,12,1500,Intro Offer,18000,PKR,0
24861,70,1581,10,1700,Urgent,17000,PKR,1000
24862,33,1477,10,1300,Standard,13000,PKR,1000
24863,95,1388,10,1500,Urgent,15000,PKR,0
24864,44,1256,10,1300,Intro Offer,13000,PKR,0
24865,56,1215,8,1300,Urgent,10400,PKR,0
24866,98,1421,8,1300,Urgent,10400,PKR,1000
24867,100,1516,12,1500,Urgent,18000,PKR,0
24868,73,1522,10,1700,Standard,17000,PKR,1000
24869,35,1147,12,1700,Standard,20400,PKR,0
24870,85,1676,12,1500,Urgent,18000,PKR,1000
24871,16,1692,8,1700,Intro Offer,13600,PKR,1000
24872,53,1478,10,1700,Standard,17000,PKR,500
24873,3,1289,8,1300,Intro Offer,10400,PKR,0
24874,57,1007,10,1500,Urgent,15000,PKR,1000
24875,85,1517,10,1500,Urgent,15000,PKR,1000
24876,90,1459,10,1500,Intro Offer,15000,PKR,1000
24877,47,1489,12,1300,Standard,15600,PKR,0
24878,89,1129,10,1700,Urgent,17000,PKR,0
24879,19,1143,12,1700,Intro Offer,20400,PKR,0
24880,35,1308,8,1700,Standard,13600,PKR,500
24881,97,1314,8,1300,Urgent,10400,PKR,1000
24882,26,1495,10,1500,Urgent,15000,PKR,1000
24883,42,1609,10,1300,Standard,13000,PKR,500
24884,96,1296,10,1300,Intro Offer,13000,PKR,0
24885,63,1279,10,1500,Intro Offer,15000,PKR,500
24886,100,1327,10,1300,Standard,13000,PKR,0
24887,21,1641,12,1700,Standard,20400,PKR,0
24888,96,1298,8,1500,Standard,12000,PKR,0
24889,44,1459,10,1700,Urgent,17000,PKR,1000
24890,38,1725,10,1300,Urgent,13000,PKR,500
24891,16,1397,10,1500,Standard,15000,PKR,500
24892,68,1465,12,1300,Urgent,15600,PKR,500
24893,47,1451,12,1700,Intro Offer,20400,PKR,1000
24894,92,1496,12,1700,Intro Offer,20400,PKR,500
24895,14,1444,10,1300,Urgent,13000,PKR,1000
24896,81,1153,10,1500,Standard,15000,PKR,500
24897,17,1398,8,1700,Standard,13600,PKR,0
24898,77,1338,12,1500,Urgent,18000,PKR,1000
24899,20,1372,8,1300,Standard,10400,PKR,1000
24900,31,1018,12,1700,Urgent,20400,PKR,500
24901,46,1414,12,1700,Intro Offer,20400,PKR,1000
24902,78,1133,8,1500,Intro Offer,12000,PKR,500
24903,60,1028,10,1500,Standard,15000,PKR,1000
24904,20,1088,12,1700,Urgent,20400,PKR,500
24905,6,1110,12,1500,Standard,18000,PKR,500
24906,43,1419,8,1700,Standard,13600,PKR,500
24907,27,1299,10,1500,Intro Offer,15000,PKR,1000
24908,7,1445,8,1700,Intro Offer,13600,PKR,0
24909,23,1219,10,1500,Intro Offer,15000,PKR,0
24910,18,1236,8,1700,Standard,13600,PKR,1000
24911,21,1476,12,1700,Urgent,20400,PKR,0
24912,76,1644,8,1300,Standard,10400,PKR,500
24913,59,1176,12,1300,Intro Offer,15600,PKR,1000
24914,14,1302,10,1500,Standard,15000,PKR,500
24915,92,1375,12,1300,Standard,15600,PKR,500
24916,23,1534,8,1300,Standard,10400,PKR,1000
24917,96,1501,12,1500,Standard,18000,PKR,500
24918,95,1513,10,1300,Intro Offer,13000,PKR,0
24919,96,1211,12,1500,Standard,18000,PKR,500
24920,72,1574,12,1300,Standard,15600,PKR,1000
24921,66,1337,10,1300,Urgent,13000,PKR,0
24922,20,1125,12,1300,Intro Offer,15600,PKR,1000
24923,47,1043,10,1700,Intro Offer,17000,PKR,1000
24924,68,1450,8,1500,Urgent,12000,PKR,1000
24925,84,1556,10,1500,Urgent,15000,PKR,0
24926,64,1066,12,1700,Intro Offer,20400,PKR,1000
24927,2,1580,8,1300,Standard,10400,PKR,500
24928,78,1036,12,1500,Urgent,18000,PKR,500
24929,40,1723,12,1300,Intro Offer,15600,PKR,500
24930,68,1378,10,1300,Urgent,13000,PKR,500
24931,92,1456,10,1300,Standard,13000,PKR,500
24932,29,1040,8,1500,Standard,12000,PKR,1000
24933,43,1235,8,1500,Urgent,12000,PKR,1000
24934,89,1636,8,1300,Urgent,10400,PKR,500
24935,10,1447,8,1300,Intro Offer,10400,PKR,1000
24936,93,1270,8,1500,Urgent,12000,PKR,0
24937,26,1415,10,1300,Intro Offer,13000,PKR,500
24938,8,1172,12,1500,Intro Offer,18000,PKR,500
24939,85,1574,10,1300,Urgent,13000,PKR,0
24940,37,1509,10,1500,Urgent,15000,PKR,1000
24941,33,1515,8,1500,Intro Offer,12000,PKR,0
24942,64,1721,8,1700,Urgent,13600,PKR,500
24943,9,1392,12,1500,Standard,18000,PKR,1000
24944,28,1164,10,1300,Urgent,13000,PKR,0
24945,9,1301,12,1300,Intro Offer,15600,PKR,1000
24946,84,1029,12,1500,Urgent,18000,PKR,0
24947,66,1034,10,1700,Urgent,17000,PKR,500
24948,1,1380,12,1500,Standard,18000,PKR,1000
24949,60,1636,10,1700,Intro Offer,17000,PKR,0
24950,23,1530,10,1300,Urgent,13000,PKR,1000
24951,37,1562,12,1500,Urgent,18000,PKR,1000
24952,94,1355,8,1700,Urgent,13600,PKR,1000
24953,4,1292,8,1500,Urgent,12000,PKR,0
24954,50,1046,12,1300,Urgent,15600,PKR,1000
24955,65,1540,12,1700,Urgent,20400,PKR,500
24956,7,1112,10,1300,Standard,13000,PKR,0
24957,50,1381,10,1500,Urgent,15000,PKR,1000
24958,98,1400,8,1300,Standard,10400,PKR,500
24959,33,1304,8,1500,Intro Offer,12000,PKR,1000
24960,26,1297,12,1500,Standard,18000,PKR,500
24961,18,1012,8,1700,Urgent,13600,PKR,500
24962,2,1258,8,1500,Urgent,12000,PKR,1000
24963,98,1314,10,1500,Standard,15000,PKR,0
24964,58,1444,12,1700,Standard,20400,PKR,500
24965,75,1083,12,1500,Standard,18000,PKR,1000
24966,63,1079,12,1300,Intro Offer,15600,PKR,0
24967,74,1678,8,1700,Intro Offer,13600,PKR,1000
24968,92,1614,12,1500,Intro Offer,18000,PKR,1000
24969,40,1376,8,1700,Intro Offer,13600,PKR,0
24970,65,1690,8,1700,Standard,13600,PKR,1000
24971,58,1729,8,1500,Intro Offer,12000,PKR,1000
24972,51,1517,10,1700,Standard,17000,PKR,0
24973,93,1281,8,1300,Urgent,10400,PKR,500
24974,31,1280,10,1300,Urgent,13000,PKR,0
24975,77,1716,8,1300,Intro Offer,10400,PKR,500
24976,62,1285,8,1300,Standard,10400,PKR,1000
24977,76,1605,12,1300,Intro Offer,15600,PKR,1000
24978,100,1398,10,1500,Intro Offer,15000,PKR,1000
24979,37,1079,8,1500,Intro Offer,12000,PKR,0
24980,29,1315,12,1500,Standard,18000,PKR,500
24981,77,1104,12,1300,Urgent,15600,PKR,1000
24982,29,1129,12,1700,Intro Offer,20400,PKR,0
24983,15,1425,8,1500,Urgent,12000,PKR,500
24984,45,1260,8,1300,Urgent,10400,PKR,500
24985,30,1551,10,1300,Standard,13000,PKR,1000
24986,72,1691,12,1500,Standard,18000,PKR,0
24987,34,1512,12,1300,Urgent,15600,PKR,1000
24988,66,1653,10,1300,Intro Offer,13000,PKR,1000
24989,96,1510,8,1300,Intro Offer,10400,PKR,1000
24990,47,1390,8,1500,Urgent,12000,PKR,0
24991,19,1155,10,1700,Urgent,17000,PKR,1000
24992,72,1011,12,1300,Intro Offer,15600,PKR,500
24993,6,1126,10,1300,Urgent,13000,PKR,0
24994,92,1091,10,1500,Standard,15000,PKR,500
24995,9,1377,12,1500,Intro Offer,18000,PKR,0
24996,93,1452,10,1500,Urgent,15000,PKR,1000
24997,31,1536,12,1300,Urgent,15600,PKR,1000
24998,19,1064,8,1500,Intro Offer,12000,PKR,1000
24999,46,1126,12,1500,Intro Offer,18000,PKR,1000
25000,61,1009,12,1500,Standard,18000,PKR,0
25001,74,1112,12,1500,Intro Offer,18000,PKR,1000
25002,70,1388,12,1300,Urgent,15600,PKR,500
25003,89,1019,12,1500,Intro Offer,18000,PKR,1000
25004,22,1327,12,1300,Intro Offer,15600,PKR,0
25005,38,1246,8,1300,Intro Offer,10400,PKR,1000
25006,81,1039,10,1300,Standard,13000,PKR,500
25007,24,1244,8,1700,Intro Offer,13600,PKR,0
25008,100,1284,8,1700,Intro Offer,13600,PKR,0
25009,45,1026,12,1700,Standard,20400,PKR,500
25010,66,1313,8,1700,Intro Offer,13600,PKR,1000
25011,17,1028,12,1700,Intro Offer,20400,PKR,500
25012,68,1273,10,1500,Intro Offer,15000,PKR,500
25013,52,1283,8,1300,Intro Offer,10400,PKR,0
25014,40,1139,12,1500,Standard,18000,PKR,500
25015,70,1177,12,1300,Intro Offer,15600,PKR,500
25016,7,1565,12,1300,Urgent,15600,PKR,500
25017,98,1228,8,1300,Standard,10400,PKR,0
25018,57,1595,8,1500,Standard,12000,PKR,500
25019,20,1227,12,1500,Intro Offer,18000,PKR,500
25020,39,1115,8,1700,Intro Offer,13600,PKR,0
25021,37,1191,8,1700,Intro Offer,13600,PKR,1000
25022,31,1036,12,1700,Urgent,20400,PKR,0
25023,69,1421,12,1700,Intro Offer,20400,PKR,0
25024,73,1280,8,1500,Standard,12000,PKR,500
25025,22,1017,10,1300,Standard,13000,PKR,0
25026,2,1482,8,1500,Standard,12000,PKR,0
25027,86,1617,8,1300,Standard,10400,PKR,500
25028,67,1003,10,1700,Intro Offer,17000,PKR,500
25029,30,1502,10,1700,Urgent,17000,PKR,0
25030,95,1556,12,1700,Intro Offer,20400,PKR,1000
25031,95,1219,8,1700,Standard,13600,PKR,1000
25032,56,1430,12,1700,Standard,20400,PKR,0
25033,80,1482,12,1700,Intro Offer,20400,PKR,500
25034,27,1360,8,1300,Intro Offer,10400,PKR,1000
25035,74,1354,10,1500,Standard,15000,PKR,500
25036,19,1209,12,1700,Intro Offer,20400,PKR,500
25037,9,1175,8,1700,Urgent,13600,PKR,0
25038,80,1430,12,1700,Urgent,20400,PKR,500
25039,50,1183,8,1500,Standard,12000,PKR,0
25040,85,1103,12,1500,Urgent,18000,PKR,500
25041,6,1270,8,1500,Standard,12000,PKR,500
25042,42,1610,10,1700,Urgent,17000,PKR,0
25043,99,1602,10,1300,Urgent,13000,PKR,1000
25044,13,1095,10,1300,Intro Offer,13000,PKR,1000
25045,13,1470,8,1700,Standard,13600,PKR,1000
25046,26,1363,8,1500,Intro Offer,12000,PKR,0
25047,7,1349,8,1500,Standard,12000,PKR,500
25048,2,1264,10,1700,Intro Offer,17000,PKR,0
25049,52,1184,10,1500,Standard,15000,PKR,0
25050,85,1599,10,1500,Intro Offer,15000,PKR,0
25051,73,1284,10,1700,Urgent,17000,PKR,0
25052,73,1679,10,1300,Urgent,13000,PKR,1000
25053,47,1486,12,1500,Intro Offer,18000,PKR,1000
25054,13,1530,12,1300,Intro Offer,15600,PKR,1000
25055,8,1064,8,1700,Intro Offer,13600,PKR,500
25056,5,1332,10,1500,Standard,15000,PKR,0
25057,34,1697,12,1300,Intro Offer,15600,PKR,1000
25058,59,1648,10,1700,Intro Offer,17000,PKR,0
25059,55,1534,10,1300,Urgent,13000,PKR,500
25060,20,1706,12,1500,Urgent,18000,PKR,0
25061,42,1643,12,1300,Standard,15600,PKR,500
25062,41,1577,12,1700,Urgent,20400,PKR,0
25063,83,1414,8,1700,Intro Offer,13600,PKR,1000
